Year,Decade,Game,Screenshot,Genres,Themes,Keywords,Player Perspectives,Developers,C1_R,C1_G,C1_B,C2_R,C2_G,C2_B,C3_R,C3_G,C3_B,C4_R,C4_G,C4_B,C5_R,C5_G,C5_B
1974,1970,TV Pingame,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scnfbm.jpg,Pinball|Arcade,,breakout,Bird view / Isometric,Exidy|Chicago Coin|Midway Manufacturing,260,260,260,0,0,0,140,140,140,80,70,50,190,190,190
1974,1970,TV Pingame,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scnfe6.jpg,Pinball|Arcade,,breakout,Bird view / Isometric,Exidy|Chicago Coin|Midway Manufacturing,260,260,260,110,70,60,210,170,110,0,0,0,200,190,180
1975,1970,Western Gun,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scq2k5.jpg,Shooter|Arcade,Action|Historical,western|wild west,Side view,Taito,100,130,100,60,90,60,80,110,80,,,,,,
1975,1970,Anti-Aircraft,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scq2k1.jpg,Shooter|Arcade,Action|Warfare,,Side view,Atari,50,50,50,0,0,0,110,110,110,,,,,,
1975,1970,Crash 'N Score,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scq2jz.jpg,Racing|Arcade,Action,,Bird view / Isometric,Atari,220,220,220,130,130,130,0,0,0,80,80,80,,,
1975,1970,Jet Fighter,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scq2jp.jpg,Shooter|Arcade,Action|Warfare,gravity|shoot 'em up|8-bit|single-screen level|instant kill|rotating joystick control,Bird view / Isometric,Atari,170,170,170,130,130,130,140,140,140,90,90,90,210,210,210
1975,1970,Crossfire,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scok6j.jpg,Shooter|Arcade,Action,,Side view,Atari,260,260,260,0,0,0,120,120,120,190,190,190,60,60,60
1975,1970,Crossfire,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scok6k.jpg,Shooter|Arcade,Action,,Side view,Atari,200,200,200,260,260,260,0,0,0,120,120,120,60,60,60
1975,1970,Crossfire,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scok6l.jpg,Shooter|Arcade,Action,,Side view,Atari,260,260,260,200,200,200,0,0,0,120,120,120,60,60,60
1975,1970,Hi-way,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scq2kk.jpg,Racing|Arcade,Action,,Bird view / Isometric,Atari,40,40,40,0,0,0,110,110,110,80,80,80,160,160,160
1975,1970,Shark Jaws,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc5s19.jpg,Arcade,Horror,shark|based on - movie|high score|underwater gameplay,Side view,Atari,40,180,240,0,0,0,30,90,120,40,140,190,20,40,60
1975,1970,Steeplechase,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scaeqx.jpg,Racing|Sport|Arcade,Party,horse riding,Side view,Atari,260,260,260,70,50,30,0,0,0,200,180,60,90,100,130
1975,1970,Steeplechase,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scaeqz.jpg,Racing|Sport|Arcade,Party,horse riding,Side view,Atari,100,80,80,0,0,0,200,190,60,160,190,220,,,
1975,1970,Indy 800,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scq2k2.jpg,Racing|Arcade,Action,,Bird view / Isometric,Kee Games,130,130,130,0,0,0,80,80,80,210,210,210,,,
1975,1970,The Dungeon,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc9fap.jpg,Role-playing (RPG),Fantasy,dungeon crawling|dungeons & dragons|non-player character|melee|spellcaster,Bird view / Isometric,Reginald Rutherford,90,50,10,0,0,0,70,40,10,50,30,10,,,
1975,1970,The Dungeon,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc9faq.jpg,Role-playing (RPG),Fantasy,dungeon crawling|dungeons & dragons|non-player character|melee|spellcaster,Bird view / Isometric,Reginald Rutherford,0,0,0,50,30,10,80,50,10,140,80,10,,,
1975,1970,The Dungeon,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc9faw.jpg,Role-playing (RPG),Fantasy,dungeon crawling|dungeons & dragons|non-player character|melee|spellcaster,Bird view / Isometric,Reginald Rutherford,80,50,20,0,0,0,60,30,10,,,,,,
1975,1970,The Dungeon,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc9fav.jpg,Role-playing (RPG),Fantasy,dungeon crawling|dungeons & dragons|non-player character|melee|spellcaster,Bird view / Isometric,Reginald Rutherford,0,0,0,110,60,10,50,30,10,150,90,10,,,
1975,1970,The Dungeon,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc9fau.jpg,Role-playing (RPG),Fantasy,dungeon crawling|dungeons & dragons|non-player character|melee|spellcaster,Bird view / Isometric,Reginald Rutherford,0,0,0,60,40,10,80,50,10,40,20,10,,,
1975,1970,Gun Fight,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc5s1b.jpg,Shooter|Arcade,Action,western|wild west,Side view,Taito,0,0,0,190,190,40,110,110,30,50,50,10,250,250,40
1975,1970,Gun Fight,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc5s1a.jpg,Shooter|Arcade,Action,western|wild west,Side view,Taito,240,240,30,0,0,0,100,100,30,170,170,40,50,50,20
1975,1970,Avenger,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scie94.jpg,Shooter|Arcade,Action,,Bird view / Isometric,Electra Games,260,260,260,180,180,180,0,0,0,110,120,140,110,80,80
1975,1970,Super Flipper,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scnfhy.jpg,Pinball|Arcade,,,Bird view / Isometric,Chicago Coin,160,150,140,100,170,220,80,60,50,200,40,110,80,110,130
1975,1970,Super Flipper,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scnfhz.jpg,Pinball|Arcade,,,Bird view / Isometric,Chicago Coin,230,230,220,60,140,200,0,0,0,200,100,80,90,90,90
1975,1970,Pursuit,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc5ip8.jpg,Shooter|Simulator|Arcade,Action|Warfare,flight simulator,First person,Kee Games,260,260,260,210,200,190,130,120,140,250,60,30,60,60,90
1975,1970,The Game of Dungeons,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc9fbf.jpg,Role-playing (RPG),Fantasy,dungeon crawling|dungeons & dragons|dungeon crawler|dungeon,Bird view / Isometric,Flint Pellett|Ray Wood|Gary Wisenhunt|Dirk Pellett,0,0,0,80,50,10,60,30,10,40,20,10,,,
1975,1970,The Game of Dungeons,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc9fbk.jpg,Role-playing (RPG),Fantasy,dungeon crawling|dungeons & dragons|dungeon crawler|dungeon,Bird view / Isometric,Flint Pellett|Ray Wood|Gary Wisenhunt|Dirk Pellett,0,0,0,80,50,10,60,30,10,40,20,10,,,
1975,1970,The Game of Dungeons,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc9fbg.jpg,Role-playing (RPG),Fantasy,dungeon crawling|dungeons & dragons|dungeon crawler|dungeon,Bird view / Isometric,Flint Pellett|Ray Wood|Gary Wisenhunt|Dirk Pellett,130,80,10,0,0,0,60,40,10,,,,,,
1975,1970,The Game of Dungeons,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc9fbh.jpg,Role-playing (RPG),Fantasy,dungeon crawling|dungeons & dragons|dungeon crawler|dungeon,Bird view / Isometric,Flint Pellett|Ray Wood|Gary Wisenhunt|Dirk Pellett,0,0,0,70,40,10,130,70,10,,,,,,
1975,1970,The Game of Dungeons,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc9fbj.jpg,Role-playing (RPG),Fantasy,dungeon crawling|dungeons & dragons|dungeon crawler|dungeon,Bird view / Isometric,Flint Pellett|Ray Wood|Gary Wisenhunt|Dirk Pellett,0,0,0,140,80,20,70,40,10,40,20,10,,,
1975,1970,Orthanc,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc9fbq.jpg,Role-playing (RPG),Fantasy,,Bird view / Isometric,Paul Resch|Larry Kemp|Eric Hagstrom,0,0,0,80,50,10,50,30,10,40,20,10,,,
1975,1970,Orthanc,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc9fbs.jpg,Role-playing (RPG),Fantasy,,Bird view / Isometric,Paul Resch|Larry Kemp|Eric Hagstrom,40,30,10,0,0,0,60,40,10,,,,,,
1975,1970,Orthanc,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc9fbm.jpg,Role-playing (RPG),Fantasy,,Bird view / Isometric,Paul Resch|Larry Kemp|Eric Hagstrom,0,0,0,60,40,10,80,50,10,50,30,10,,,
1975,1970,Orthanc,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc9fbn.jpg,Role-playing (RPG),Fantasy,,Bird view / Isometric,Paul Resch|Larry Kemp|Eric Hagstrom,90,50,10,0,0,0,60,40,10,40,20,10,,,
1975,1970,Orthanc,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc9fbp.jpg,Role-playing (RPG),Fantasy,,Bird view / Isometric,Paul Resch|Larry Kemp|Eric Hagstrom,0,0,0,80,50,10,50,30,10,40,20,10,,,
1975,1970,Panther,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scr4az.jpg,Simulator,Warfare,,First person,,0,0,0,40,30,20,,,,,,,,,
1975,1970,Panther,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scr4b0.jpg,Simulator,Warfare,,First person,,70,50,20,40,30,10,0,0,0,50,30,20,,,
1976,1970,Breakout,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\temgxhzlutkwta8vdmeu.jpg,Arcade,Action|Science fiction,block-breaking|floating blocks|abstract art style|never-ending,Side view,Atari|Atari,260,260,260,0,0,0,120,120,120,120,90,40,60,60,60
1976,1970,Breakout,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scz2sy.jpg,Arcade,Action|Science fiction,block-breaking|floating blocks|abstract art style|never-ending,Side view,Atari|Atari,40,40,210,60,60,210,100,100,210,30,30,210,80,70,210
1976,1970,Breakout,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scz2sz.jpg,Arcade,Action|Science fiction,block-breaking|floating blocks|abstract art style|never-ending,Side view,Atari|Atari,30,30,210,160,160,180,30,90,80,110,20,80,80,120,210
1976,1970,Breakout,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scz2t0.jpg,Arcade,Action|Science fiction,block-breaking|floating blocks|abstract art style|never-ending,Side view,Atari|Atari,30,30,210,100,90,200,170,170,200,70,60,80,50,150,210
1976,1970,Death Race,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc8rv7.jpg,Racing|Arcade,Action,vehicular combat|death|based on - movie|unlicensed game|controversy,Bird view / Isometric,Exidy,120,120,120,0,0,0,80,80,80,50,50,50,,,
1976,1970,Death Race,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc8rv8.jpg,Racing|Arcade,Action,vehicular combat|death|based on - movie|unlicensed game|controversy,Bird view / Isometric,Exidy,70,70,70,120,120,120,0,0,0,180,180,180,,,
1976,1970,Death Race,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc8rv9.jpg,Racing|Arcade,Action,vehicular combat|death|based on - movie|unlicensed game|controversy,Bird view / Isometric,Exidy,180,180,180,0,0,0,110,110,110,80,80,80,,,
1976,1970,Sea Wolf,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scq2l1.jpg,Shooter|Arcade,Action|Warfare,world war ii - ww2|submarine,Side view,Dave Nutting Associates,60,120,230,0,0,0,20,40,80,40,70,140,,,
1976,1970,Amazing Maze,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scmj62.jpg,Puzzle|Arcade,Action,,Bird view / Isometric,Dave Nutting Associates,90,90,90,40,40,40,0,0,0,60,60,60,,,
1976,1970,Bigfoot Bonkers,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sco8s4.jpg,Puzzle|Arcade,,,Bird view / Isometric,Meadows Games,70,70,70,120,120,120,0,0,0,180,180,180,,,
1976,1970,Blockade,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scp3qk.jpg,Puzzle|Strategy|Arcade,,abstract|snake,Bird view / Isometric,Gremlin Industries,10,160,10,10,90,10,10,130,10,0,40,0,0,0,0
1976,1970,Indy 4,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\ayvbvwf5xechmt8nz39f.jpg,Racing|Arcade,Action,,Bird view / Isometric,Atari,140,0,150,10,160,10,0,0,0,10,140,150,,,
1976,1970,Stunt Cycle,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\vh2qfnjnusqar4byq28j.jpg,Racing|Simulator|Arcade,Action,motorcycle,Side view,Atari,170,170,170,130,130,130,50,50,50,100,100,100,150,150,150
1976,1970,Attack,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scnfig.jpg,Shooter|Arcade,Action|Warfare,modern warfare|helicopter|military|espionage|time limit|tank|airplane|countdown timer|modern military|player vs player|competitive co-op,Side view,Exidy,130,130,130,260,260,260,160,160,160,110,110,110,220,220,220
1976,1970,Night Driver,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scaer3.jpg,Racing|Arcade,Action,street racing|darkness|never-ending|sports cars,Third person,Atari,130,130,130,260,260,260,180,180,180,0,0,0,60,60,60
1976,1970,Night Driver,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scnuee.jpg,Racing|Arcade,Action,street racing|darkness|never-ending|sports cars,Third person,Atari,70,70,70,120,120,120,0,0,0,200,200,200,,,
1976,1970,280 Zzzap,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scmjvg.jpg,Racing|Arcade,Action,advergame,First person,Dave Nutting Associates,260,260,260,0,0,0,70,70,70,150,150,150,210,210,210
1976,1970,Colossal Cave Adventure,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sco86s.jpg,Adventure,Fantasy,interactive fiction|open-source|text adventure|two word input,Text,Will Crowther,70,70,70,40,40,40,0,0,0,60,60,60,,,
1976,1970,Colossal Cave Adventure,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sco86t.jpg,Adventure,Fantasy,interactive fiction|open-source|text adventure|two word input,Text,Will Crowther,60,20,70,80,80,30,0,0,0,40,40,20,120,30,120
1976,1970,Colossal Cave Adventure,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sco86u.jpg,Adventure,Fantasy,interactive fiction|open-source|text adventure|two word input,Text,Will Crowther,240,240,70,60,40,10,210,210,60,130,120,40,90,50,0
1976,1970,Colossal Cave Adventure,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sco86v.jpg,Adventure,Fantasy,interactive fiction|open-source|text adventure|two word input,Text,Will Crowther,180,180,180,200,200,200,220,220,220,260,260,260,,,
1976,1970,Colossal Cave Adventure,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sco86w.jpg,Adventure,Fantasy,interactive fiction|open-source|text adventure|two word input,Text,Will Crowther,0,0,0,60,240,10,30,100,10,20,60,10,40,180,10
1976,1970,Cops 'N Robbers,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scq2ky.jpg,Shooter|Arcade,Action,car chase,Bird view / Isometric,Atari,0,0,0,80,70,30,40,40,110,150,130,40,,,
1976,1970,Flyball,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scnfi9.jpg,Sport|Arcade,,baseball,,Atari,180,180,180,90,90,90,160,160,160,120,120,120,60,60,60
1976,1970,Lazer Command,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scq2l0.jpg,Shooter|Arcade,Action,tank,Bird view / Isometric,Meadows Games,120,90,20,150,120,20,20,90,20,180,140,10,30,150,10
1976,1970,Tornado Baseball,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scq2ko.jpg,Sport|Arcade,Action,baseball,Bird view / Isometric,Dave Nutting Associates,40,40,40,0,0,0,140,140,140,100,100,100,190,190,190
1976,1970,Videocart-3: Video Blackjack,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\fogaswfbl81cdskf3ryw.jpg,Strategy|Turn-based strategy (TBS)|Card & Board Game,,gambling,Bird view / Isometric,Fairchild Semiconductor,220,110,140,120,110,180,0,0,0,20,220,80,210,210,210
1976,1970,Videocart-3: Video Blackjack,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sco75s.jpg,Strategy|Turn-based strategy (TBS)|Card & Board Game,,gambling,Bird view / Isometric,Fairchild Semiconductor,0,0,0,110,150,110,0,250,0,100,100,220,190,190,190
1976,1970,Videocart-3: Video Blackjack,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sco75t.jpg,Strategy|Turn-based strategy (TBS)|Card & Board Game,,gambling,Bird view / Isometric,Fairchild Semiconductor,110,150,120,0,0,0,0,250,0,220,110,110,190,190,190
1976,1970,Videocart-3: Video Blackjack,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sco75u.jpg,Strategy|Turn-based strategy (TBS)|Card & Board Game,,gambling,Bird view / Isometric,Fairchild Semiconductor,10,250,10,180,180,180,0,0,0,100,100,220,180,100,100
1976,1970,Videocart-3: Video Blackjack,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sco75v.jpg,Strategy|Turn-based strategy (TBS)|Card & Board Game,,gambling,Bird view / Isometric,Fairchild Semiconductor,140,140,100,0,0,0,0,250,0,100,100,220,190,190,190
1976,1970,Videocart-2: Desert Fox & Shooting Gallery,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\qkarht1o1i34onfitxqs.jpg,Shooter|Strategy,Action|Educational,modern warfare|vehicular combat|minigames|math|edutainment|abstract|tank|vehicle combat|modern military|twin stick control|shooting range,,Fairchild Semiconductor,260,260,260,0,0,0,120,160,140,220,140,160,160,10,40
